"","protein_id","gene_id","symbol","r.mRNA_Age.Sex","r.Prot_Age.Sex","p.mRNA_Age.Sex","p.Prot_Age.Sex","sig"
"23","ENSMUSP00000035658","ENSMUSG00000033684","Qsox1",0.157590352326818,0.158453684187131,0.0348505599747106,0.0338790267488637,TRUE
"24","ENSMUSP00000095873","ENSMUSG00000074001","Klhl40",0.304301212226087,0.377174478433954,6.09168558674301e-05,8.94866221880231e-07,TRUE
"25","ENSMUSP00000066413","ENSMUSG00000056770","Setd3",0.274791714846081,0.505215379066812,0.000278067465451992,1.33098383005849e-10,TRUE
"26","ENSMUSP00000022343","ENSMUSG00000021809","Nudt13",0.238402956421293,0.193962922947854,0.00153727314869558,0.00962458357911146,TRUE
"27","ENSMUSP00000073371","ENSMUSG00000023022","Lima1",0.171240053768386,0.297102327971752,0.0220014670098075,8.91661801552544e-05,TRUE
"28","ENSMUSP00000084582","ENSMUSG00000029171","Pgm1",0.168117810887232,0.287700669525123,0.02450206829494,0.000145161962282822,TRUE
"29","ENSMUSP00000032825","ENSMUSG00000030605","Mfge8",0.235970093301493,0.36067464508066,0.00171214740864441,2.46051251620003e-06,TRUE
"30","ENSMUSP00000107873","ENSMUSG00000001930","Vwf",0.215428912684922,0.31005707594367,0.00411163336536782,4.47038613269718e-05,TRUE
"31","ENSMUSP00000080354","ENSMUSG00000060036","Rpl3",0.274055834297388,0.232474634862999,0.000288369740757562,0.00199586296651961,TRUE
"32","ENSMUSP00000028619","ENSMUSG00000027195","Hsd17b12",0.185478883423448,0.149633989692975,0.0132224149207411,0.0449889625320959,TRUE
"33","ENSMUSP00000097627","ENSMUSG00000075307","Klhl41",0.173970952574396,0.212282046005459,0.0200007612997213,0.00467713145821001,TRUE
"34","ENSMUSP00000026039","ENSMUSG00000025059","Gyk",0.272541885367842,0.202001321716661,0.000310709415072267,0.00705463270057607,TRUE
"35","ENSMUSP00000001304","ENSMUSG00000001270","Ckb",0.297890798790329,0.247573484002743,8.55501153242605e-05,0.00101654128629522,TRUE
"36","ENSMUSP00000112665","ENSMUSG00000028108","Ecm1",0.306029485812132,0.352626519279502,5.55365901320212e-05,3.98376230123457e-06,TRUE
"37","ENSMUSP00000109482","ENSMUSG00000034744","Nagk",0.211937996294741,0.247047268834119,0.00474308187801819,0.0010412875992956,TRUE
"38","ENSMUSP00000005923","ENSMUSG00000005779","Psmb4",0.15033694480678,0.172264019743695,0.0440020295514249,0.0212315996629501,TRUE
"39","ENSMUSP00000110881","ENSMUSG00000046598","Bdh1",0.241116868691113,0.200779593050352,0.00136184469414353,0.0074001845799181,TRUE
"40","ENSMUSP00000048522","ENSMUSG00000041476","Smpx",0.164664979893077,0.207797664840559,0.0275532883386647,0.0056060495401912,TRUE
"41","ENSMUSP00000023854","ENSMUSG00000023092","Fhl1",0.31224447457061,0.25953290627223,3.96997006705454e-05,0.000582387477260842,TRUE
"42","ENSMUSP00000102408","ENSMUSG00000020717","Pecam1",0.155377510786574,0.379060932037162,0.037450927646824,7.95563250333361e-07,TRUE
"43","ENSMUSP00000075683","ENSMUSG00000063931","Pepd",0.177966426838279,0.209564941585144,0.0173622251153116,0.00522157521743389,TRUE
"44","ENSMUSP00000029002","ENSMUSG00000027500","Stmn2",0.198033131630696,0.270987553797382,0.00823349861719583,0.000335338285106854,TRUE
"45","ENSMUSP00000078382","ENSMUSG00000024222","Fkbp5",0.154523612647381,0.158852845544571,0.0384979877012325,0.0334377892460207,TRUE
"46","ENSMUSP00000101855","ENSMUSG00000042828","Trim72",0.1601256422812,0.201726754571936,0.0320637724551356,0.00713099282461046,TRUE
"47","ENSMUSP00000031694","ENSMUSG00000029683","Lmod2",0.149707701635873,0.157320306835069,0.044884596964604,0.0351593341492335,TRUE
"48","ENSMUSP00000132450","ENSMUSG00000016541","Atxn10",0.189635686067369,0.299980907698928,0.0113319643072188,7.66282729176535e-05,TRUE
"49","ENSMUSP00000020171","ENSMUSG00000019997","Ctgf",0.304910891816144,0.330206145611894,5.89644250911759e-05,1.46376205883366e-05,TRUE
